user_id,lead_created_at,acquisition_channel,region,device_type,lead_score,company_size
U101140,2025-04-13 05:39:00,email,EMEA,Desktop,67.0,1000+
U101141,02/04/2025 12:20,Paid Search,EMEA,Desktop,83.0,201-1000
U101142,2025-02-13 22:43:00,Organic,APAC,desktop,100.0,51-200
U101143,2025-05-28 14:18:00,Organic,LATAM,Desktop,40.0,11 - 50
U101144,2025-04-14 11:12:00,email,APAC,Mobile,,11-50
U101145,2025-05-01 17:36:00,paid search,North America,Mobile,59.0,11 - 50
U101146,2025-06-21 01:06:00,Direct,LATAM,Desktop,38.0,1-10
U101147,2025-04-30 15:32:00,Organic,North America,Tablet,64.0,11-50
U101148,01/02/2025 07:44,Direct,,desktop,83.0,201-1000
U101149,2025-05-29 19:39:00,Social,APAC,desktop,34.0,
U101150,2025-01-06 09:46:00,Paid Search,APAC,Tablet,60.0,11-50
U101151,2025-01-18 20:11:00,Direct,APAC,Mobile,82.0,1-10
U101152,2025-05-04 23:53:00,Referral,,Mobile,68.0,11-50
U101153,2025-03-22 19:25:00,Partner,EMEA,Mobile,71.0,1-10
U101154,2025-05-08 18:42:00,Partner,EMEA,mobile ,55.0,1-10
U101155,01/03/2025 02:16,Paid Search,,Tablet,51.0,51-200
U101156,2025-03-29 07:23:00,Paid Search,LATAM,desktop,36.0,11 - 50
U101157,2025-02-28 19:39:00,Email,LATAM,Desktop,,11 - 50
U101158,2025-04-22 23:14:00,Social,EMEA,desktop,71.0,11 - 50
U101159,2025-05-10 12:20:00,Referral,,Desktop,47.0,1-10
U101160,2025-03-02 15:41:00,Direct,EMEA,mobile ,74.0,
U101161,2025-06-12 05:30:00,Social,LATAM,Tablet,50.0,201-1000
U101162,06/21/2025 12:40,Partner,APAC,Tablet,54.0,11-50
U101163,2025-02-13 16:02:00,Organic,EMEA,Tablet,25.0,51-200
U101164,2025-01-26 00:14:00,email,APAC,Desktop,94.0,1-10
U101165,2025-06-03 23:30:00,Partner,North America,desktop,57.0,11 - 50
U101166,2025-04-11 23:06:00,Referral,APAC,desktop,100.0,51-200
U101167,2025-05-01 17:00:00,Social,APAC,mobile ,50.0,11 - 50
U101168,2025-03-12 09:47:00,Partner,North America,Tablet,59.0,11 - 50
U101169,03/02/2025 00:00,Partner,,Desktop,49.0,1000+
U101170,2025-02-07 08:26:00,Referral,EMEA,Tablet,,51-200
U101171,2025-02-02 06:45:00,Partner,EMEA,desktop,100.0,201-1000
U101172,2025-04-13 08:22:00,Partner,LATAM,Tablet,68.0,11 - 50
U101173,2025-05-03 18:41:00,Organic,EMEA,Desktop,54.0,201-1000
U101174,2025-05-11 17:15:00,Paid Search,North America,Mobile,44.0,11-50
U101175,2025-02-10 05:51:00,Organic,North America,Desktop,81.0,1-10
U101176,04/21/2025 01:31,Email,EMEA,Tablet,81.0,11 - 50
U101177,2025-03-21 18:32:00,Organic,LATAM,Tablet,58.0,11-50
U101178,2025-04-01 16:39:00,Organic,,mobile ,92.0,11 - 50
U101179,2025-04-29 09:16:00,email,EMEA,mobile ,83.0,51-200
U101180,2025-01-27 01:22:00,Paid Search,North America,Desktop,93.0,1-10
U101181,2025-04-15 17:51:00,Social,LATAM,desktop,50.0,1000+
U101182,2025-06-18 02:56:00,Organic,North America,desktop,67.0,201-1000
U101183,01/14/2025 12:35,Email,,Desktop,,11 - 50
U101184,2025-01-24 19:03:00,Email,,mobile ,71.0,11 - 50
U101185,2025-06-13 20:30:00,Social,LATAM,Tablet,53.0,201-1000
U101186,2025-05-24 01:22:00,email,LATAM,desktop,63.0,11 - 50
U101187,2025-04-13 10:01:00,paid search,,mobile ,83.0,1-10
U101188,2025-04-12 20:04:00,Referral,APAC,desktop,34.0,1000+
U101189,2025-06-18 22:01:00,Partner,EMEA,mobile ,72.0,1-10
U101190,01/25/2025 20:50,Organic,North America,Tablet,76.0,201-1000
U101191,2025-02-16 08:50:00,Organic,,desktop,35.0,1-10
U101192,2025-02-22 22:47:00,Social,,Desktop,92.0,11-50
U101193,2025-05-04 11:54:00,email,LATAM,desktop,70.0,11 - 50
U101194,2025-06-19 04:26:00,Referral,APAC,desktop,49.0,51-200
U101195,2025-05-31 01:24:00,Direct,APAC,Desktop,66.0,1-10
U101196,2025-06-26 01:42:00,Email,,desktop,,11 - 50
U101197,04/09/2025 10:55,Partner,,mobile ,57.0,
U101198,2025-02-18 14:52:00,Direct,LATAM,Mobile,56.0,
U101199,2025-01-01 14:27:00,Social,,Mobile,69.0,11 - 50
U101200,2025-01-14 17:41:00,Social,LATAM,desktop,44.0,1000+
U101201,2025-06-02 15:56:00,Social,LATAM,Tablet,55.0,1-10
U101202,2025-06-28 21:18:00,email,LATAM,Mobile,35.0,
U101203,2025-06-21 18:41:00,Organic,LATAM,desktop,76.0,201-1000
U101204,01/13/2025 03:37,Social,North America,Tablet,56.0,1-10
U101205,2025-02-07 07:38:00,Referral,APAC,Tablet,66.0,11-50
U101206,2025-03-06 15:33:00,Partner,North America,Mobile,48.0,11 - 50
U101207,2025-03-11 11:37:00,Paid Search,,Mobile,67.0,11-50
U101208,2025-01-26 05:37:00,Paid Search,APAC,Desktop,75.0,1000+
U101209,2025-01-26 16:10:00,Paid Search,LATAM,mobile ,,1000+
U101210,2025-04-29 17:03:00,Email,APAC,Tablet,98.0,
U101211,02/27/2025 11:06,Organic,APAC,mobile ,62.0,11-50
U101212,2025-05-24 01:09:00,Referral,EMEA,Mobile,48.0,
U101213,2025-04-27 16:16:00,email,,mobile ,74.0,
U101214,2025-04-07 22:16:00,email,APAC,Tablet,75.0,1-10
U101215,2025-05-09 01:39:00,Paid Search,APAC,desktop,81.0,1000+
U101216,2025-02-04 00:45:00,Organic,EMEA,Tablet,24.0,11-50
U101217,2025-01-06 13:50:00,Email,North America,desktop,79.0,
U101218,03/25/2025 09:48,Organic,LATAM,mobile ,64.0,1-10
U101219,2025-06-25 08:03:00,Paid Search,North America,Mobile,32.0,11 - 50
U101220,2025-01-30 01:55:00,paid search,,desktop,64.0,1-10
U101221,2025-03-28 22:06:00,Email,North America,Mobile,85.0,
U101222,2025-05-23 10:46:00,Email,North America,mobile ,,11 - 50
U101223,2025-05-20 12:53:00,Paid Search,LATAM,Mobile,69.0,11-50
U101224,2025-02-22 21:48:00,Partner,EMEA,Tablet,44.0,
U101225,05/10/2025 02:33,Email,APAC,Tablet,57.0,1000+
U101226,2025-05-19 16:29:00,Referral,APAC,Mobile,35.0,201-1000
U101227,2025-06-16 10:40:00,Email,LATAM,mobile ,50.0,1-10
U101228,2025-06-10 19:27:00,Direct,,mobile ,69.0,201-1000
U101229,2025-02-18 11:36:00,Organic,APAC,Desktop,59.0,51-200
U101230,2025-02-19 02:46:00,Paid Search,APAC,Tablet,96.0,1000+
U101231,2025-05-09 10:41:00,Partner,EMEA,mobile ,52.0,1-10
U101232,04/16/2025 19:11,Partner,APAC,mobile ,61.0,
U101233,2025-04-16 04:32:00,email,APAC,desktop,29.0,1000+
U101234,2025-01-19 11:33:00,Email,,Tablet,47.0,1000+
U101235,2025-05-17 12:27:00,Partner,North America,desktop,,1000+
U101236,2025-01-17 09:26:00,email,North America,Tablet,53.0,51-200
U101237,2025-01-06 09:58:00,Paid Search,North America,Tablet,77.0,
U101238,2025-04-02 06:11:00,Partner,,desktop,98.0,11 - 50
U101239,03/01/2025 03:43,Partner,LATAM,desktop,67.0,11-50
U101240,2025-05-08 20:05:00,paid search,North America,mobile ,97.0,11 - 50
U101241,2025-01-08 21:29:00,Email,North America,Tablet,55.0,1000+
U101242,2025-03-26 10:17:00,Email,LATAM,desktop,42.0,1-10
U101243,2025-04-10 19:16:00,Organic,LATAM,Mobile,45.0,201-1000
U101244,2025-04-30 00:24:00,Social,North America,Desktop,75.0,11 - 50
U101245,2025-04-25 19:33:00,Organic,,desktop,64.0,51-200
U101246,02/04/2025 12:55,email,APAC,Desktop,51.0,1-10
U101247,2025-05-19 09:43:00,paid search,,Desktop,25.0,1-10
U101248,2025-04-29 17:14:00,Paid Search,North America,Mobile,,51-200
U101249,2025-02-05 19:15:00,email,EMEA,desktop,45.0,1000+
U101250,2025-02-01 01:15:00,Social,,desktop,65.0,11-50
U101251,2025-04-09 08:06:00,Organic,North America,mobile ,99.0,11-50
U101252,2025-05-30 22:45:00,Partner,,mobile ,24.0,11-50
U101253,03/24/2025 21:25,Partner,,mobile ,73.0,201-1000
U101254,2025-01-07 23:50:00,Direct,EMEA,desktop,56.0,201-1000
U101255,2025-01-08 02:07:00,Email,North America,desktop,73.0,201-1000
U101256,2025-03-11 11:15:00,paid search,EMEA,Tablet,70.0,1000+
U101257,2025-06-10 08:45:00,Email,APAC,Mobile,81.0,
U101258,2025-02-24 11:09:00,Referral,APAC,Desktop,38.0,201-1000
U101259,2025-02-16 07:10:00,Organic,EMEA,Desktop,75.0,1-10
U101260,06/08/2025 11:58,Partner,,Mobile,71.0,11 - 50
U101261,2025-03-25 13:05:00,Organic,,Desktop,,11-50
U101262,2025-06-02 04:29:00,paid search,APAC,desktop,33.0,1000+
U101263,2025-02-13 13:48:00,Paid Search,APAC,desktop,51.0,51-200
U101264,2025-04-25 08:53:00,Email,EMEA,Mobile,69.0,1000+
U101265,2025-02-21 02:25:00,Direct,North America,Desktop,45.0,51-200
U101266,2025-04-25 08:44:00,Social,,Mobile,94.0,201-1000
U101267,05/02/2025 17:09,Social,North America,Mobile,32.0,51-200
U101268,2025-01-21 22:08:00,Partner,LATAM,desktop,72.0,1-10
U101269,2025-03-20 03:49:00,Social,EMEA,Tablet,51.0,
U101270,2025-03-31 18:46:00,Paid Search,,Mobile,88.0,11-50
U101271,2025-02-24 18:21:00,Referral,EMEA,desktop,68.0,11 - 50
U101272,2025-01-28 20:52:00,email,,mobile ,56.0,1000+
U101273,2025-04-02 01:39:00,email,North America,Tablet,64.0,1-10
U101274,06/16/2025 10:09,Referral,,mobile ,,51-200
U101275,2025-03-31 22:09:00,paid search,EMEA,mobile ,61.0,1-10
U101276,2025-03-16 04:06:00,Partner,EMEA,Mobile,67.0,51-200
U101277,2025-01-15 01:46:00,Direct,,desktop,69.0,1000+
U101278,2025-01-04 01:19:00,email,North America,desktop,51.0,51-200
U101279,2025-02-01 18:38:00,Direct,APAC,Mobile,61.0,11-50
U101280,2025-06-10 10:07:00,Email,North America,Desktop,45.0,1-10
U101281,04/23/2025 18:38,Paid Search,LATAM,Tablet,66.0,11-50
U101282,2025-02-09 04:06:00,Paid Search,,desktop,40.0,1000+
U101283,2025-01-03 22:42:00,Paid Search,EMEA,Mobile,67.0,11-50
U101284,2025-05-28 13:17:00,paid search,EMEA,Tablet,47.0,1000+
U101285,2025-02-24 20:42:00,Organic,,mobile ,45.0,11-50
U101286,2025-05-22 06:17:00,paid search,APAC,desktop,90.0,51-200
U101287,2025-04-11 10:13:00,Email,APAC,Tablet,,1000+
U101288,01/19/2025 06:54,Referral,APAC,Mobile,58.0,
U101289,2025-05-11 07:35:00,Email,North America,mobile ,58.0,201-1000
U101290,2025-02-04 07:15:00,Referral,APAC,mobile ,46.0,11 - 50
U101291,2025-04-26 07:56:00,Paid Search,EMEA,Mobile,36.0,11-50
U101292,2025-05-25 00:22:00,Social,North America,Tablet,39.0,51-200
U101293,2025-03-04 05:14:00,Partner,APAC,Mobile,33.0,201-1000
U101294,2025-05-26 01:14:00,Referral,,Desktop,46.0,201-1000
U101295,04/18/2025 19:56,Partner,,Mobile,48.0,51-200
U101296,2025-06-19 23:54:00,Organic,,Desktop,52.0,201-1000
U101297,2025-04-09 04:40:00,Organic,North America,Desktop,61.0,51-200
U101298,2025-05-25 01:21:00,paid search,,Tablet,82.0,201-1000
U101299,2025-04-23 00:40:00,Social,APAC,Desktop,44.0,11-50
U101300,2025-04-19 20:46:00,Paid Search,EMEA,Mobile,,51-200
U101301,2025-05-24 08:15:00,Referral,North America,Desktop,72.0,51-200
U101302,06/07/2025 09:48,Partner,LATAM,mobile ,13.0,
U101303,2025-02-08 01:51:00,Referral,LATAM,mobile ,47.0,51-200
U101304,2025-03-16 06:50:00,Paid Search,APAC,Tablet,48.0,201-1000
U101305,2025-01-22 23:38:00,Direct,North America,Mobile,62.0,1000+
U101306,2025-05-23 12:28:00,Referral,North America,Desktop,53.0,1000+
U101307,2025-04-26 01:59:00,Direct,APAC,mobile ,64.0,1-10
U101308,2025-03-02 04:57:00,Referral,North America,Desktop,51.0,
U101309,06/27/2025 11:36,Partner,APAC,Desktop,51.0,51-200
U101310,2025-01-09 04:58:00,email,North America,mobile ,60.0,201-1000
U101311,2025-05-29 11:49:00,Email,North America,Mobile,64.0,201-1000
U101312,2025-01-04 15:26:00,Direct,APAC,Mobile,54.0,11 - 50
U101313,2025-05-19 22:43:00,Email,LATAM,Tablet,,51-200
U101314,2025-04-01 06:13:00,email,North America,desktop,48.0,11-50
U101315,2025-02-17 16:40:00,Social,,mobile ,39.0,51-200
U101316,04/08/2025 11:20,Paid Search,,Desktop,54.0,51-200
U101317,2025-03-16 13:26:00,Referral,APAC,Tablet,55.0,11 - 50
U101318,2025-02-18 13:37:00,Referral,APAC,desktop,76.0,
U101319,2025-03-30 06:10:00,Paid Search,,Mobile,50.0,11 - 50
U101320,2025-04-01 05:24:00,Email,EMEA,mobile ,95.0,51-200
U101321,2025-06-18 09:51:00,Paid Search,,Mobile,71.0,11-50
U101322,2025-05-08 21:40:00,Organic,EMEA,desktop,49.0,1-10
U101323,05/28/2025 21:20,paid search,North America,Desktop,62.0,
U101324,2025-02-13 21:39:00,Email,,desktop,51.0,1000+
U101325,2025-03-30 08:09:00,email,North America,Mobile,59.0,11-50
U101326,2025-05-02 16:24:00,email,APAC,desktop,,51-200
U101327,2025-03-02 19:33:00,paid search,North America,desktop,48.0,11 - 50
U101328,2025-02-23 19:27:00,Social,LATAM,Desktop,53.0,1000+
U101329,2025-01-22 00:27:00,Email,LATAM,Mobile,76.0,201-1000
U101330,03/15/2025 01:50,Partner,APAC,Tablet,47.0,11-50
U101331,2025-02-01 10:23:00,Partner,,desktop,66.0,11-50
U101332,2025-01-06 17:21:00,paid search,North America,Mobile,46.0,11 - 50
U101333,2025-06-15 03:23:00,paid search,LATAM,desktop,56.0,1000+
U101334,2025-01-17 17:56:00,email,North America,Mobile,68.0,1-10
U101335,2025-03-20 03:40:00,Organic,EMEA,desktop,50.0,
U101336,2025-06-14 03:09:00,Referral,APAC,Desktop,44.0,1-10
U101337,04/08/2025 14:03,Direct,EMEA,mobile ,41.0,11-50
U101338,2025-05-30 06:35:00,Referral,APAC,Mobile,45.0,
U101339,2025-03-12 10:21:00,Referral,North America,Desktop,,11-50
U101340,2025-01-21 14:56:00,Direct,,Desktop,63.0,1000+
U101341,2025-03-02 13:31:00,Organic,EMEA,Desktop,78.0,11-50
U101342,2025-01-23 17:56:00,Direct,APAC,Tablet,61.0,1000+
U101343,2025-02-24 20:50:00,Social,EMEA,Desktop,73.0,1000+
U101344,02/23/2025 03:39,Email,,Tablet,52.0,11 - 50
U101345,2025-02-09 08:49:00,Email,,desktop,67.0,1-10
U101346,2025-04-30 07:35:00,Social,LATAM,mobile ,74.0,
U101347,2025-05-05 23:43:00,paid search,EMEA,Mobile,34.0,11 - 50
U101348,2025-05-04 08:24:00,Paid Search,EMEA,Mobile,51.0,
U101349,2025-01-07 01:03:00,Partner,North America,Mobile,34.0,11-50
U101350,2025-04-09 02:31:00,Paid Search,,mobile ,63.0,1-10
U101351,04/15/2025 23:18,Organic,,Mobile,73.0,201-1000
U101352,2025-03-02 03:03:00,email,EMEA,desktop,,11 - 50
U101353,2025-02-03 21:37:00,Social,LATAM,desktop,40.0,51-200
U101354,2025-06-22 10:26:00,Direct,LATAM,Desktop,62.0,
U101355,2025-06-13 10:40:00,Partner,,Tablet,57.0,1000+
U101356,2025-03-12 22:32:00,Email,APAC,mobile ,40.0,51-200
U101357,2025-04-20 00:56:00,paid search,APAC,Tablet,57.0,
U101358,05/02/2025 16:07,Partner,North America,Tablet,62.0,51-200
U101359,2025-01-13 00:16:00,Organic,,Mobile,59.0,1000+
U101360,2025-04-23 02:19:00,Organic,APAC,desktop,75.0,1000+
U101361,2025-05-17 04:03:00,Paid Search,LATAM,Mobile,82.0,
U101362,2025-04-08 05:12:00,Referral,EMEA,mobile ,71.0,51-200
U101363,2025-04-16 17:25:00,Organic,North America,Desktop,67.0,51-200
U101364,2025-06-29 16:37:00,Email,North America,mobile ,38.0,11-50
U101365,01/24/2025 00:26,Organic,North America,mobile ,,1-10
U101366,2025-02-24 15:21:00,paid search,APAC,Mobile,48.0,1000+
U101367,2025-04-27 23:40:00,Email,,mobile ,60.0,51-200
U101368,2025-02-06 11:42:00,Paid Search,,Desktop,74.0,11 - 50
U101369,2025-03-12 23:57:00,Direct,LATAM,desktop,56.0,
U101370,2025-05-15 11:15:00,Direct,,Desktop,74.0,1-10
U101371,2025-04-16 18:25:00,Paid Search,North America,Mobile,64.0,
U101372,06/24/2025 14:32,Email,EMEA,desktop,89.0,11-50
U101373,2025-02-15 09:12:00,email,LATAM,desktop,100.0,1000+
U101374,2025-05-05 23:33:00,email,LATAM,mobile ,46.0,11 - 50
U101375,2025-03-01 21:03:00,Paid Search,APAC,mobile ,77.0,11 - 50
U101376,2025-02-16 08:22:00,Organic,EMEA,desktop,72.0,201-1000
U101377,2025-01-15 15:15:00,email,APAC,Tablet,67.0,11-50
U101378,2025-04-17 10:38:00,paid search,LATAM,desktop,,1000+
U101379,03/02/2025 03:37,Paid Search,,desktop,70.0,201-1000
U101380,2025-05-18 09:26:00,Partner,APAC,Mobile,56.0,201-1000
U101381,2025-05-10 12:31:00,Social,LATAM,Tablet,58.0,11-50
U101382,2025-04-20 10:22:00,Email,LATAM,Mobile,75.0,11 - 50
U101383,2025-06-06 04:59:00,email,EMEA,Mobile,18.0,
U101384,2025-05-10 05:45:00,email,EMEA,desktop,71.0,11 - 50
U101385,2025-06-06 22:15:00,Direct,,desktop,92.0,11-50
U101386,01/02/2025 13:27,Partner,LATAM,Tablet,82.0,201-1000
U101387,2025-01-20 04:36:00,Email,EMEA,Desktop,48.0,
U101388,2025-02-13 11:31:00,Organic,LATAM,Desktop,81.0,201-1000
U101389,2025-03-27 19:58:00,Organic,LATAM,mobile ,70.0,11-50
U101390,2025-02-24 15:25:00,Partner,North America,Tablet,75.0,
U101391,2025-01-08 23:16:00,paid search,North America,Desktop,,1-10
U101392,2025-05-18 04:34:00,Referral,EMEA,Desktop,92.0,
U101393,05/13/2025 08:26,Direct,APAC,Desktop,43.0,
U101394,2025-04-24 14:08:00,paid search,EMEA,Tablet,51.0,
U101395,2025-04-19 12:11:00,Referral,,Tablet,46.0,51-200
U101396,2025-02-24 17:45:00,Direct,North America,desktop,69.0,11-50
U101397,2025-06-01 18:40:00,Email,EMEA,Desktop,71.0,51-200
U101398,2025-06-08 23:52:00,Organic,,mobile ,58.0,201-1000
U101399,2025-03-14 05:34:00,email,LATAM,mobile ,72.0,11 - 50
U101400,06/08/2025 06:06,Partner,EMEA,desktop,64.0,51-200
U101401,2025-01-23 15:20:00,Organic,EMEA,Mobile,55.0,11 - 50
U101402,2025-06-29 19:16:00,paid search,EMEA,mobile ,95.0,
U101403,2025-03-22 09:39:00,email,APAC,Tablet,60.0,11-50
U101404,2025-05-01 18:09:00,Social,,Tablet,,201-1000
U101405,2025-01-05 16:22:00,Paid Search,,Tablet,44.0,201-1000
U101406,2025-05-10 07:39:00,Organic,EMEA,mobile ,35.0,11-50
U101407,02/09/2025 15:11,paid search,,Tablet,69.0,
U101408,2025-03-06 15:25:00,Social,EMEA,Mobile,92.0,1-10
U101409,2025-01-27 04:32:00,Email,LATAM,mobile ,44.0,201-1000
U101410,2025-04-10 10:54:00,email,APAC,mobile ,53.0,11-50
U101411,2025-01-27 06:20:00,Email,LATAM,Tablet,50.0,51-200
U101412,2025-02-15 22:18:00,email,APAC,Tablet,47.0,11-50
U101413,2025-01-11 09:05:00,Partner,North America,Desktop,66.0,51-200
U101414,04/19/2025 08:56,Organic,EMEA,Mobile,38.0,11 - 50
U101415,2025-06-11 15:08:00,paid search,,Tablet,54.0,201-1000
U101416,2025-05-01 11:14:00,Email,EMEA,mobile ,85.0,11-50
U101417,2025-01-16 15:06:00,Referral,APAC,Tablet,,
U101418,2025-04-01 10:37:00,email,APAC,Mobile,68.0,51-200
U101419,2025-03-03 22:01:00,email,,mobile ,54.0,
U101420,2025-05-25 21:04:00,Paid Search,APAC,mobile ,75.0,
U101421,01/19/2025 08:03,Paid Search,North America,Mobile,38.0,11 - 50
U101422,2025-06-20 12:33:00,paid search,EMEA,Mobile,19.0,11 - 50
U101423,2025-05-08 00:23:00,Partner,APAC,mobile ,60.0,201-1000
U101424,2025-06-18 03:40:00,Referral,North America,desktop,54.0,11 - 50
U101425,2025-04-21 02:15:00,Partner,North America,Mobile,57.0,1-10
U101426,2025-06-22 05:31:00,Organic,APAC,mobile ,87.0,51-200
U101427,2025-03-01 01:31:00,Referral,EMEA,Tablet,51.0,1-10
U101428,04/30/2025 10:30,Email,LATAM,Mobile,54.0,11 - 50
U101429,2025-01-30 16:17:00,Paid Search,EMEA,Mobile,100.0,11-50
U101430,2025-01-01 13:07:00,Organic,,Tablet,,
U101431,2025-04-30 01:53:00,Social,,Tablet,77.0,1000+
U101432,2025-05-04 10:55:00,Paid Search,,Mobile,64.0,51-200
U101433,2025-01-12 17:25:00,paid search,,mobile ,82.0,11-50
U101434,2025-03-18 20:22:00,Direct,LATAM,Desktop,35.0,51-200
U101435,04/03/2025 16:30,paid search,APAC,Tablet,64.0,
U101436,2025-06-29 03:21:00,Direct,North America,desktop,46.0,
U101437,2025-04-23 09:42:00,Organic,North America,Tablet,98.0,
U101438,2025-01-07 22:52:00,Email,North America,Desktop,55.0,11 - 50
U101439,2025-02-25 07:05:00,Direct,,desktop,61.0,1000+
U101440,2025-04-07 15:37:00,Organic,North America,Desktop,74.0,1000+
U101441,2025-01-01 17:09:00,Paid Search,North America,Mobile,62.0,11 - 50
U101442,04/04/2025 06:32,Paid Search,APAC,Desktop,76.0,1-10
U101443,2025-01-02 07:21:00,Partner,LATAM,Mobile,,
U101444,2025-02-14 03:17:00,Partner,,Desktop,35.0,201-1000
U101445,2025-06-21 09:47:00,Direct,APAC,Mobile,43.0,
U101446,2025-05-07 23:22:00,Email,APAC,Tablet,60.0,
U101447,2025-04-26 03:07:00,Paid Search,North America,desktop,37.0,1000+
U101448,2025-04-18 11:40:00,email,,Tablet,80.0,11-50
U101449,05/23/2025 10:50,Direct,EMEA,Desktop,67.0,1000+
U101450,2025-02-23 08:29:00,Paid Search,,Mobile,79.0,1000+
U101451,2025-01-02 01:59:00,Referral,,Mobile,71.0,1-10
U101452,2025-03-21 05:25:00,paid search,,Tablet,52.0,11 - 50
U101453,2025-02-03 11:02:00,Direct,EMEA,Mobile,25.0,11-50
U101454,2025-01-18 06:57:00,Referral,EMEA,mobile ,67.0,1-10
U101455,2025-06-09 06:55:00,Paid Search,EMEA,Desktop,45.0,51-200
U101456,05/16/2025 03:58,Referral,LATAM,Tablet,,1000+
U101457,2025-02-21 06:27:00,Referral,EMEA,desktop,61.0,11 - 50
U101458,2025-02-28 04:15:00,email,,Desktop,67.0,1000+
U101459,2025-01-07 03:08:00,Paid Search,North America,desktop,46.0,201-1000
U101460,2025-04-27 17:14:00,Paid Search,North America,Mobile,46.0,201-1000
U101461,2025-01-18 08:37:00,Organic,APAC,Desktop,68.0,201-1000
U101462,2025-05-21 03:41:00,Referral,,Mobile,68.0,11-50
U101463,05/20/2025 06:56,email,APAC,desktop,77.0,1-10
U101464,2025-05-03 04:06:00,Partner,North America,Tablet,82.0,1-10
U101465,2025-05-11 20:41:00,Referral,APAC,Mobile,50.0,1-10
U101466,2025-05-01 05:59:00,Email,North America,Tablet,25.0,51-200
U101467,2025-06-04 15:19:00,email,APAC,desktop,72.0,201-1000
U101468,2025-02-01 12:32:00,Organic,,Desktop,87.0,1000+
U101469,2025-05-29 09:01:00,email,APAC,Mobile,,11 - 50
U101470,04/11/2025 07:43,Paid Search,,Desktop,21.0,11 - 50
U101471,2025-05-31 17:59:00,Partner,APAC,Tablet,67.0,201-1000
U101472,2025-05-21 06:17:00,Referral,North America,mobile ,89.0,201-1000
U101473,2025-05-07 02:18:00,Referral,North America,desktop,74.0,
U101474,2025-05-12 22:11:00,Social,EMEA,Mobile,63.0,11-50
U101475,2025-01-01 05:12:00,Partner,,Mobile,51.0,51-200
U101476,2025-06-17 03:27:00,Partner,EMEA,Mobile,80.0,11-50
U101477,03/08/2025 18:25,Social,EMEA,Tablet,100.0,
U101478,2025-04-01 01:16:00,Social,North America,Mobile,49.0,51-200
U101479,2025-05-23 14:04:00,paid search,LATAM,Mobile,57.0,1000+
U101480,2025-02-19 20:23:00,Paid Search,North America,Tablet,37.0,1-10
U101481,2025-05-16 23:33:00,Social,APAC,mobile ,18.0,
U101482,2025-06-27 01:51:00,Social,,Mobile,,11-50
U101483,2025-05-09 07:22:00,Email,North America,Desktop,45.0,201-1000
U101484,01/06/2025 00:32,Referral,EMEA,mobile ,23.0,1000+
U101485,2025-03-18 05:06:00,Paid Search,EMEA,Desktop,83.0,1000+
U101486,2025-03-30 15:50:00,Organic,APAC,Mobile,49.0,201-1000
U101487,2025-04-18 08:27:00,Organic,North America,Desktop,26.0,11 - 50
U101488,2025-05-20 20:26:00,Organic,APAC,Tablet,23.0,51-200
U101489,2025-01-07 06:32:00,Partner,APAC,Mobile,24.0,1000+
U101490,2025-05-28 02:44:00,Social,North America,Desktop,51.0,1-10
U101491,01/18/2025 01:55,Email,EMEA,Tablet,67.0,11 - 50
U101492,2025-05-14 02:38:00,paid search,APAC,Tablet,86.0,1-10
U101493,2025-06-02 08:54:00,email,North America,Desktop,63.0,
U101494,2025-06-25 18:32:00,Paid Search,North America,desktop,60.0,51-200
U101495,2025-02-11 13:49:00,Referral,LATAM,Mobile,,1-10
U101496,2025-01-06 08:43:00,Partner,EMEA,Mobile,77.0,1000+
U101497,2025-04-25 12:51:00,Partner,,desktop,73.0,1-10
U101498,06/25/2025 12:57,email,EMEA,Mobile,49.0,
U101499,2025-02-24 22:12:00,Direct,LATAM,Mobile,49.0,1000+
U101500,2025-03-17 15:36:00,Organic,LATAM,Tablet,53.0,11 - 50
U101501,2025-06-01 10:58:00,Direct,,Mobile,77.0,1000+
U101502,2025-04-24 11:46:00,Partner,EMEA,Tablet,30.0,
U101503,2025-04-10 16:27:00,email,APAC,Desktop,63.0,1000+
U101504,2025-06-21 22:25:00,Direct,LATAM,mobile ,100.0,11-50
U101505,01/09/2025 01:28,Social,LATAM,desktop,59.0,1-10
U101506,2025-06-13 15:35:00,Organic,APAC,desktop,46.0,51-200
U101507,2025-02-22 12:45:00,email,,desktop,30.0,1-10
U101508,2025-01-20 02:57:00,Organic,APAC,Desktop,,11 - 50
U101509,2025-01-08 15:26:00,paid search,LATAM,mobile ,72.0,51-200
U101510,2025-02-13 03:37:00,email,North America,Mobile,68.0,51-200
U101511,2025-02-20 17:20:00,Direct,North America,Desktop,56.0,11-50
U101512,02/24/2025 19:16,Paid Search,EMEA,Mobile,72.0,201-1000
U101513,2025-02-04 09:17:00,paid search,LATAM,desktop,80.0,
U101514,2025-04-18 09:54:00,paid search,,Desktop,49.0,11-50
U101515,2025-02-06 02:45:00,email,APAC,Tablet,42.0,201-1000
U101516,2025-01-20 15:13:00,email,APAC,Tablet,50.0,1000+
U101517,2025-03-29 13:04:00,Direct,EMEA,Tablet,69.0,11-50
U101518,2025-03-07 14:54:00,Paid Search,LATAM,mobile ,55.0,1-10
U101519,01/22/2025 17:14,Referral,,mobile ,69.0,11-50
U101520,2025-03-25 00:48:00,Organic,APAC,desktop,82.0,
